,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
645,Port Moresby,PG,87.22,haze,-9.44,147.18,No hotel found
646,Roma,AU,87.24,broken clouds,-26.58,148.78,Commercial Hotel
647,Dzaoudzi,YT,87.69,clear sky,-12.79,45.27,2.0 hôtel
648,Sittwe,MM,87.76,overcast clouds,20.15,92.9,Yuzana Aung Motel 1
649,Chaiya,TH,87.78,scattered clouds,9.39,99.2,Udomlarp Hotel
650,Banjar,ID,88.99,clear sky,-8.19,114.97,Villa Banjar Beach
651,Bikaner,IN,89.44,few clouds,28.02,73.3,Hotel Taj Restaurant
652,Matara,LK,89.55,overcast clouds,5.95,80.54,Villa Palm Breeze
653,Mackay,AU,89.69,clear sky,-21.15,149.2,Mackay Oceanside Central Apartment Hotel
654,Mae Hong Son,TH,89.74,haze,19.3,97.97,Jongkham Place
655,Bhattiprolu,IN,89.76,clear sky,16.1,80.78,No hotel found
656,Kadhan,PK,89.78,scattered clouds,24.48,68.99,No hotel found
657,Hambantota,LK,89.94,few clouds,6.12,81.12,Oasis Aurweda Resort Hambathota
658,Mareeba,AU,90.45,clear sky,-17.0,145.43,The Gateway Hotel
659,San Isidro,PH,91.11,clear sky,15.02,120.82,No hotel found
660,Saiha,IN,91.24,overcast clouds,22.48,92.97,No hotel found
661,Nandyāl,IN,91.58,clear sky,15.48,78.48,No hotel found
662,Tando Muhammad Khan,PK,91.58,broken clouds,25.12,68.54,No hotel found
663,Phirangipuram,IN,93.65,clear sky,16.3,80.27,No hotel found
664,Broome,AU,94.95,clear sky,-17.97,122.23,Broome Oaks Hotel
665,Kununurra,AU,94.98,few clouds,-15.77,128.73,Kununurra Country Club Resort
